yearID,playerID,salary,G_fielding,GS_fielding,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR,W,L,G_pitching,GS_pitching,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP_right,HBP,BK,BFP,GF,R,SH,SF,GIDP,G_batting2,G_batting_total,AB,R_right,H_right,2B,3B,HR_right,RBI,SB_right,CS_right,BB_right,SO_right,IBB_right,HBP_right,SH_right,SF_right,GIDP_right,G_old,Training_Validation
2007,cotahu01,537500,5,5,123,30,2,0,0,0,0,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,14,1,4,1,0,0,3,0,0,2,2,0,1,0,1,0,0,Training
2016,cothaca01,509675,23,0,73,0,3,1,1,0,0,0,0,0,0,3,23,0,0,0,0,73,32,20,3,12,21,0.323,7.4,2,1,3,0,117,3,21,1,2,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validation
2006,cottsne01,400000,70,0,162,4,9,0,1,0,0,0,0,0,1,2,70,0,0,0,1,162,64,31,12,24,43,0.291,5.17,6,3,3,0,251,14,33,3,1,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2007,cottsne01,825000,16,0,50,0,2,0,0,0,0,0,0,0,0,1,16,0,0,0,0,50,15,9,1,9,14,0.246,4.86,0,0,3,0,76,4,9,1,2,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2009,cottsne01,1100000,19,0,33,0,2,0,1,0,0,0,0,0,0,2,19,0,0,0,0,33,14,9,3,9,9,0.311,7.36,0,0,1,0,55,3,9,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2014,cottsne01,2200000,73,0,200,3,7,0,0,0,0,0,0,0,2,9,73,0,0,0,2,200,66,32,6,23,63,0.257,4.32,3,4,3,2,286,18,33,2,1,5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2015,cottsne01,3000000,68,0,190,2,5,0,0,0,0,0,0,0,1,0,68,0,0,0,0,190,58,24,12,22,58,0.2515,3.605,2,2,4,0,269,10,26,3,2,5,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2006,counscr01,1750000,97,87,2327,134,309,9,75,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,105,0,372,56,95,14,4,4,30,15,8,31,47,0,9,2,1,1,0,Training
2007,counscr01,2800000,101,66,1990,87,189,2,38,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,122,0,282,31,62,12,2,3,24,4,2,41,47,4,3,6,2,7,0,Training
2008,counscr01,2800000,81,60,1697,69,169,3,24,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,110,0,248,31,56,14,1,1,14,3,1,46,42,1,5,1,2,5,0,Training
2009,counscr01,1000000,120,90,2513,154,259,5,62,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,130,0,404,61,115,22,8,4,39,3,4,42,54,0,6,3,4,12,0,Training
2010,counscr01,2100000,65,35,1102,40,106,6,24,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,102,0,204,16,51,8,0,2,21,1,1,21,29,0,1,3,1,0,0,Training
2011,counscr01,1400000,63,28,947,42,86,2,16,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,107,0,157,19,28,2,1,1,9,2,1,20,21,2,3,5,2,1,0,Training
2011,cousisc01,414000,21,5,247,20,3,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,52,5,7,1,0,1,4,1,1,6,21,0,0,0,0,0,0,Training
2007,coutljo01,380000,64,0,123,0,9,0,1,0,0,0,0,0,4,2,64,0,0,0,0,123,38,20,3,27,38,0.25,4.39,0,6,4,0,187,9,22,2,2,6,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2012,cowgico01,482500,36,28,766,69,3,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,104,10,28,2,0,1,9,3,4,11,27,0,0,0,1,3,0,Training
2013,cowgico01,493520,66,36,1100,83,3,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,152,18,32,5,2,4,16,1,0,7,42,0,0,3,0,1,0,Training
2014,cowgico01,506000,97,71,2047,175,4,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,106,0,260,37,65,10,1,5,21,4,0,26,74,0,5,2,0,4,0,Training
2015,cowgico01,995000,46,17,600,52,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,69,10,13,2,1,1,2,2,1,4,19,0,0,1,0,1,0,Training
2016,cowgico01,1000000,8,4,129,10,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,12,0,1,0,0,0,0,0,0,2,7,0,0,0,0,1,0,Validation
2012,cozarza01,480000,138,131,3491,204,349,14,68,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,138,0,561,72,138,33,4,15,35,4,0,31,113,0,3,2,3,11,0,Training
2013,cozarza01,497500,150,147,3924,222,386,14,83,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,151,0,567,74,144,30,3,12,63,0,0,26,102,2,2,13,10,18,0,Training
2014,cozarza01,600000,147,143,3823,204,400,10,73,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,147,0,506,48,112,18,5,4,38,7,0,25,79,3,7,5,0,13,0,Training
2015,cozarza01,2350000,52,52,1349,79,132,3,30,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,194,28,50,10,1,9,28,3,3,14,29,1,2,1,3,4,0,Training
2016,cozarza01,2925000,111,110,2900,192,300,10,69,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,121,0,464,67,117,28,2,16,50,4,1,37,84,3,2,1,4,9,0,Validation
2008,crabbca01,390000,11,6,179,10,11,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,34,4,6,1,0,0,2,1,0,4,6,0,1,0,0,0,0,Training
2010,craigal01,400000,42,27,695,55,2,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,114,12,28,7,0,4,18,0,1,9,26,1,0,0,1,1,0,Training
2011,craigal01,414000,60,47,1145,87,15,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75,0,200,33,63,15,0,11,40,5,0,15,40,0,1,1,2,7,0,Training
2012,craigal01,495000,121,112,2959,802,41,4,64,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,119,0,469,76,144,35,0,22,92,2,1,37,89,1,1,0,7,15,0,Training
2013,craigal01,1750000,141,131,3408,847,58,1,86,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,134,0,508,71,160,29,2,13,97,2,0,40,100,2,10,0,5,12,0,Training
2014,craigal01,2750000,128,118,3074,466,32,0,25,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,126,0,461,41,99,20,1,8,46,2,1,35,113,0,7,0,2,14,0,Training
2015,craigal01,5500000,22,12,408,55,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,36,0,79,6,12,1,0,1,3,0,0,7,26,0,2,0,0,2,0,Training
2006,crainje01,361000,68,0,230,8,8,1,0,0,0,0,0,0,4,5,68,0,0,0,1,230,79,30,6,18,60,0.262,3.52,2,1,2,0,325,24,31,1,2,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2007,crainje01,500000,18,0,49,5,2,0,1,0,0,0,0,0,1,2,18,0,0,0,0,49,19,10,4,4,10,0.292,5.51,0,0,1,1,71,5,16,0,1,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2008,crainje01,1050000,66,0,188,1,10,3,2,0,0,0,0,0,5,4,66,0,0,0,0,188,62,25,6,24,50,0.257,3.59,3,2,1,0,268,14,29,0,2,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2009,crainje01,1700000,56,0,155,6,8,0,1,0,0,0,0,0,7,4,56,0,0,0,0,155,48,27,3,27,43,0.25,4.7,3,1,5,1,230,15,28,3,3,5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2010,crainje01,2000000,71,0,204,3,14,1,3,0,0,0,0,0,1,1,71,0,0,0,1,204,53,23,5,27,62,0.215,3.04,4,3,1,0,278,16,27,3,0,6,71,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Training
2011,crainje01,4000000,67,0,196,3,11,1,1,0,0,0,0,0,8,3,67,0,0,0,1,196,50,19,7,31,70,0.215,2.62,5,0,0,1,268,11,20,1,3,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2012,crainje01,4500000,51,0,144,0,4,1,0,0,0,0,0,0,2,3,51,0,0,0,0,144,29,13,5,23,60,0.171,2.44,1,4,1,0,194,6,14,0,0,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2013,crainje01,4500000,38,0,110,1,2,1,0,0,0,0,0,0,2,3,38,0,0,0,0,110,31,3,0,11,46,0.225,0.74,1,0,1,0,152,5,6,2,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2011,cramebo01,414000,5,0,25,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,25,6,1,1,1,6,0.2,1.08,0,0,0,0,31,3,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2012,crawfbr01,481000,139,122,3303,195,394,18,74,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,143,0,435,44,108,26,3,4,45,1,4,33,95,6,3,2,3,4,0,Training
2013,crawfbr01,530000,147,139,3678,185,388,15,75,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,149,0,499,52,124,24,3,9,43,1,2,42,96,6,5,1,3,10,0,Training
2014,crawfbr01,560000,149,142,3819,185,428,21,85,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,153,0,491,54,121,20,10,10,69,5,3,59,129,10,2,2,10,4,0,Training
2015,crawfbr01,3175000,140,136,3601,191,427,13,89,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,143,0,507,65,130,33,4,21,84,6,4,39,119,9,11,0,4,18,0,Training
2016,crawfbr01,6000000,155,148,3927,209,413,11,90,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,155,0,553,67,152,28,11,12,84,7,0,57,115,10,4,0,9,13,0,Validation
2006,crawfca02,2625000,148,145,3784,304,10,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,151,0,600,89,183,20,16,18,77,58,9,37,85,3,4,9,2,8,0,Training
2007,crawfca02,4125000,139,136,3559,286,3,4,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,143,0,584,93,184,37,9,11,80,50,10,32,112,5,5,1,2,11,0,Training
2008,crawfca02,5375000,108,104,2783,233,2,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,109,0,443,69,121,12,10,8,57,25,7,30,60,1,2,0,5,10,0,Training
2009,crawfca02,8250000,154,149,3848,327,6,4,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,156,0,606,96,185,28,8,15,68,60,16,51,99,1,8,2,5,7,0,Training
2010,crawfca02,10000000,147,145,3781,306,7,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,154,0,600,110,184,30,13,19,90,47,10,46,104,3,3,3,5,2,0,Training
2011,crawfca02,14857142,127,126,3295,235,1,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,130,0,506,65,129,29,7,11,56,18,6,23,104,1,3,2,4,7,0,Training
2012,crawfca02,20357142,30,30,737,42,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,117,23,33,10,2,3,19,5,0,3,22,0,2,1,2,1,0,Training
2013,crawfca02,20857143,107,96,2507,165,3,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,116,0,435,62,123,30,3,6,31,15,4,28,66,2,3,0,2,4,0,Training
2014,crawfca02,20250000,94,80,2208,132,1,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,105,0,343,56,103,14,3,8,46,23,6,16,55,0,6,0,4,5,0,Training
2015,crawfca02,21357000,51,42,1040,38,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,181,19,48,9,2,4,16,10,2,10,41,1,0,0,0,3,0,Training
2016,crawfca02,20750000,21,18,453,28,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,81,8,15,2,1,0,6,0,1,4,11,0,1,0,1,3,0,Validation
2006,credejo01,2675000,149,146,3780,114,339,10,34,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,150,0,544,76,154,31,0,30,94,0,2,28,58,1,7,0,7,18,0,Training
2007,credejo01,4940000,46,45,1165,36,97,4,18,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,47,0,167,13,36,5,0,4,22,0,1,10,24,0,0,0,1,1,0,Training
2008,credejo01,5100000,97,95,2504,57,207,20,22,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,97,0,335,41,83,18,1,17,55,0,3,30,45,0,4,0,4,10,0,Training
2009,credejo01,2500000,84,84,2184,60,171,4,18,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,90,0,333,42,75,16,1,15,48,0,0,29,56,1,2,0,3,6,0,Training
2006,crispco01,2750000,103,100,2702,246,3,1,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,105,0,413,58,109,22,2,8,36,22,4,31,67,1,1,7,0,5,0,Training
2007,crispco01,3833333,144,137,3649,408,7,1,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,145,0,526,85,141,28,7,6,60,28,6,50,84,1,1,9,5,12,0,Training
2008,crispco01,5083333,114,98,2658,234,4,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,118,0,361,55,102,18,3,7,41,20,7,35,59,0,1,8,4,6,0,Training
2009,crispco01,6083333,49,49,1236,120,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,180,30,41,8,5,3,14,13,2,29,23,1,1,4,1,4,0,Training
2010,crispco01,5000000,73,73,1875,182,2,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75,0,290,51,81,14,4,8,38,32,3,30,49,0,0,3,5,6,0,Training
2011,crispco01,5750000,133,130,3403,321,2,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,136,0,531,69,140,27,5,8,54,49,9,41,65,2,1,4,6,11,0,Training
2012,crispco01,6000000,113,109,2918,272,4,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,120,0,455,68,118,25,7,11,46,39,4,45,64,0,0,6,2,9,0,Training
2013,crispco01,7000000,110,107,2757,307,2,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,131,0,513,93,134,22,3,22,66,21,5,61,65,3,0,2,8,7,0,Training
2014,crispco01,7500000,111,101,2702,194,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,126,0,463,68,114,21,3,9,47,19,5,66,66,2,0,1,6,3,0,Training
2015,crispco01,11000000,37,27,760,51,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,126,11,22,6,0,0,6,2,0,13,25,0,0,0,0,2,0,Training
2016,crispco01,11000000,101,98,2559,179,4,3,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,122,0,446,54,103,27,4,13,55,10,5,46,78,2,0,4,2,7,0,Validation
2015,crockky01,510900,31,0,53,0,2,0,0,0,0,0,0,0,0,0,31,0,0,0,0,53,17,8,1,7,15,0.266,4.08,0,0,1,0,74,4,9,0,2,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2015,croncj01,512500,58,54,1382,385,31,6,33,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,113,0,378,37,99,17,1,16,51,3,1,17,82,1,5,0,3,9,0,Training
2016,croncj01,525000,97,93,2456,761,48,6,78,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,116,0,407,51,113,25,2,16,69,2,3,24,75,1,7,0,5,9,0,Validation
2006,crosbbo01,800000,95,95,2484,145,268,12,59,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,96,0,358,42,82,12,0,9,40,8,1,36,76,1,0,2,2,11,0,Training
2007,crosbbo01,2550000,92,92,2441,131,282,14,61,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,93,0,349,40,79,16,0,8,31,10,2,23,62,1,2,0,0,11,0,Training
2008,crosbbo01,3550000,145,144,3789,202,383,17,99,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,145,0,556,66,132,39,1,7,61,7,3,47,96,0,0,0,2,18,0,Training
2009,crosbbo01,5300000,108,63,1888,271,101,8,37,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,97,0,238,35,53,10,2,6,29,2,1,24,44,0,2,4,4,7,0,Training
2010,crosbbo01,1000000,55,43,1127,100,103,9,18,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,168,9,37,10,0,1,13,0,3,17,38,2,1,2,1,2,0,Training
2006,crosbbu01,354250,62,19,760,64,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,87,9,18,3,1,1,6,3,1,4,21,0,2,3,0,0,0,Training
2011,crottmi01,414000,15,0,32,0,1,0,0,0,0,0,0,0,0,1,15,0,0,0,0,32,20,11,2,5,7,0.392,9.28,0,1,0,0,56,1,11,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2011,crowaa01,1400000,57,0,186,5,7,1,1,0,0,0,0,0,4,4,57,0,0,0,0,186,55,19,8,31,65,0.237,2.76,2,9,0,1,266,19,20,3,0,4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2012,crowaa01,1600000,73,0,194,4,5,0,0,0,0,0,0,0,3,1,73,0,0,0,2,194,54,25,4,22,65,0.231,3.48,2,4,1,0,260,20,27,1,2,8,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2013,crowaa01,1280000,57,0,144,3,4,0,1,0,0,0,0,0,7,5,57,0,0,0,1,144,49,18,6,22,44,0.271,3.38,3,5,2,0,210,14,19,2,3,5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2014,crowaa01,1475000,67,0,177,6,6,0,0,0,0,0,0,0,6,1,67,0,0,0,3,177,52,27,10,24,34,0.24,4.12,1,2,0,0,244,20,32,2,1,7,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2009,crowetr01,400000,65,50,1416,130,4,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,68,0,183,22,43,9,3,1,17,6,0,11,39,0,1,4,3,7,0,Training
2011,crowetr01,435700,14,9,240,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,28,6,6,1,0,0,2,3,0,4,9,0,0,0,0,1,0,Training
2006,cruzjo02,2910000,71,54,1550,129,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,223,34,52,16,1,5,17,5,1,43,54,2,0,4,3,3,0,Training
2007,cruzjo02,650000,70,60,1682,147,5,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,91,0,256,37,60,12,3,6,21,6,1,31,65,1,0,5,1,3,0,Training
2008,cruzjo02,650000,15,7,210,18,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,49,6,6,1,0,0,1,0,0,11,9,0,0,0,0,0,0,Training
2006,cruzju02,575000,31,15,284,8,10,2,1,0,0,0,0,0,5,6,31,15,0,0,0,284,80,44,7,47,88,0.23,4.18,2,2,11,0,413,5,45,5,2,6,31,0,21,0,0,0,0,0,0,0,0,3,9,0,0,2,0,1,0,Training
2007,cruzju02,1437500,53,0,183,1,6,0,1,0,0,0,0,0,6,1,53,0,0,0,0,183,45,21,7,32,87,0.205,3.1,3,1,5,2,262,15,28,2,2,2,53,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Training
2008,cruzju02,1937500,57,0,155,2,4,2,0,0,0,0,0,0,4,0,57,0,0,0,0,155,34,15,5,31,71,0.192,2.61,0,1,3,0,215,10,17,2,2,2,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2009,cruzju02,2250000,46,0,151,1,5,0,1,0,0,0,0,0,3,4,46,0,0,0,2,151,46,32,6,29,38,0.246,5.72,1,6,1,0,219,18,34,1,1,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2010,cruzju02,3250000,5,0,16,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,16,9,2,0,4,7,0.391,3.38,0,0,0,0,28,1,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2011,cruzju02,850000,56,0,146,1,6,0,0,0,0,0,0,0,5,0,56,0,0,0,0,146,36,21,5,28,46,0.211,3.88,2,3,0,0,200,9,21,0,1,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2012,cruzju02,1250000,43,0,107,1,4,0,0,0,0,0,0,0,1,1,43,0,0,0,3,107,39,11,3,19,33,0.289,2.78,0,1,3,0,162,11,12,2,3,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2009,cruzlu01,401500,22,18,520,43,59,2,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,70,5,15,1,0,0,2,0,0,6,7,1,1,0,1,1,0,Training
2013,cruzlu01,505000,63,45,1262,56,137,6,17,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,173,18,25,3,0,1,11,1,0,6,33,1,4,3,1,6,0,Training
2007,cruzne02,382000,94,79,2167,167,6,5,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,96,0,307,35,72,15,2,9,34,2,4,21,87,1,2,1,1,5,0,Training
2009,cruzne02,408070,122,119,3158,301,11,4,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,128,0,462,75,120,21,1,33,76,20,4,49,118,6,2,0,2,9,0,Training
2010,cruzne02,440000,101,101,2664,250,3,5,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,108,0,399,60,127,31,3,22,78,17,4,38,81,5,1,1,6,12,0,Training
2011,cruzne02,3650000,115,114,2996,244,6,6,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,124,0,475,64,125,28,1,29,87,9,5,33,116,1,2,0,3,8,0,Training
2012,cruzne02,6250000,151,148,3921,288,9,4,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,159,0,585,86,152,45,0,24,90,8,4,48,140,2,5,0,4,7,0,Training
2013,cruzne02,10250000,102,102,2719,195,1,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,109,0,413,49,110,18,0,27,76,5,1,35,109,2,4,0,4,14,0,Training
2014,cruzne02,8000000,70,70,1742,132,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,159,0,613,87,166,32,2,40,108,4,5,55,140,8,5,0,5,17,0,Training
2015,cruzne02,14250000,80,80,2112,151,6,4,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,152,0,590,90,178,22,1,44,93,3,2,59,164,9,5,0,1,6,0,Training
2016,cruzne02,14250000,48,48,1202,76,2,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,155,0,589,96,169,27,1,43,105,2,0,62,159,5,9,0,7,15,0,Validation
2012,cruzrh01,480000,52,0,165,6,6,1,0,0,0,0,0,0,1,1,52,0,0,0,0,165,65,37,8,29,46,0.297,6.05,0,3,2,0,253,26,38,1,2,6,52,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Training
2013,cruzrh01,498000,20,0,64,0,1,0,0,0,0,0,0,0,0,2,20,0,0,0,0,64,25,8,2,11,10,0.305,3.38,0,1,2,0,98,11,9,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2012,cruzto03,481000,49,28,888,256,24,2,5,3,0,18,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,126,11,32,9,1,1,11,0,1,3,19,0,0,0,2,4,0,Training
2013,cruzto03,503000,47,27,816,234,15,1,1,2,0,12,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,123,13,25,6,1,1,13,0,0,4,25,1,2,0,0,7,0,Training
2014,cruzto03,521000,50,35,996,279,16,1,2,4,0,18,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,135,11,27,5,0,1,17,0,3,13,28,1,0,2,0,6,0,Training
2015,cruzto03,775000,54,30,879,251,18,0,2,1,0,17,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,142,6,29,7,1,2,11,0,0,6,32,0,0,2,1,6,0,Training
2006,cuddymi01,1300000,149,143,3844,292,14,5,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,150,0,557,102,158,41,5,24,109,6,0,62,130,5,10,0,6,11,0,Training
2007,cuddymi01,3575000,144,144,3790,286,23,4,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,144,0,547,87,151,28,5,16,81,5,0,64,107,1,7,0,5,19,0,Training
2008,cuddymi01,5916666,60,60,1583,148,8,2,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,71,0,249,30,62,13,4,3,36,5,1,25,40,4,5,0,0,7,0,Training
2009,cuddymi01,7666666,152,148,3917,488,20,6,28,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,153,0,588,93,162,34,7,32,94,6,1,54,118,3,6,0,2,22,0,Training
2010,cuddymi01,9416666,166,156,4160,884,68,6,71,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,157,0,609,93,165,37,5,14,81,7,3,58,93,7,4,0,4,26,0,Training
2011,cuddymi01,10500000,141,131,3399,532,81,7,39,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,1,0,0.4,0.0,0,0,0,0,6,1,0,0,0,0,139,0,529,70,150,29,2,20,70,11,1,48,95,3,4,0,3,18,0,Training
2012,cuddymi01,10500000,100,92,2397,339,21,5,25,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,101,0,358,53,93,30,2,16,58,8,3,32,78,1,0,0,4,12,0,Training
2013,cuddymi01,10500000,133,126,3303,303,12,2,16,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,130,0,489,74,162,31,3,20,84,10,3,46,100,5,2,0,3,13,0,Training
2014,cuddymi01,10500000,52,48,1169,149,16,1,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,190,32,63,15,1,10,31,3,0,14,30,0,0,0,1,5,0,Training
